tier,testbed,arm,solver,order,kappa,h,nfe,err_l2,diverged,seed
2,mog8,B,euler,1,nan,0.3345612832491236,16,0.08047814449184951,0,0
2,mog8,B,euler,1,nan,0.16728064162456224,32,0.03845076367952592,0,0
2,mog8,B,euler,1,nan,0.08364032081228068,64,0.01880886337327861,0,0
2,mog8,B,euler,1,nan,0.04182016040614034,128,0.009303911571314678,0,0
2,mog8,B,euler,1,nan,0.020910080203070613,256,0.004627262181188132,0,0
2,mog8,B,euler,1,nan,0.010455040101534863,512,0.002307511293454646,0,0
2,mog8,B,midpoint,2,nan,0.3345612832491236,32,0.0025073809179794434,0,0
2,mog8,B,midpoint,2,nan,0.16728064162456224,64,0.0005640135507893217,0,0
2,mog8,B,midpoint,2,nan,0.08364032081228068,128,0.00013374694785658233,0,0
2,mog8,B,midpoint,2,nan,0.04182016040614034,256,3.256624954912139e-05,0,0
2,mog8,B,midpoint,2,nan,0.020910080203070613,512,8.035014956193404e-06,0,0
2,mog8,B,midpoint,2,nan,0.010455040101534863,1024,1.9955761276599788e-06,0,0
2,mog8,B,heun3,3,nan,0.3345612832491236,48,7.47992773450025e-05,0,0
2,mog8,B,heun3,3,nan,0.16728064162456224,96,8.705383283448993e-06,0,0
2,mog8,B,heun3,3,nan,0.08364032081228068,192,1.067632843942909e-06,0,0
2,mog8,B,heun3,3,nan,0.04182016040614034,384,1.3267856425227614e-07,0,0
2,mog8,B,heun3,3,nan,0.020910080203070613,768,1.6550947773555284e-08,0,0
2,mog8,B,heun3,3,nan,0.010455040101534863,1536,2.0672017630951486e-09,0,0
2,mog8,B,rk4,4,nan,0.3345612832491236,64,4.258734200233292e-06,0,0
2,mog8,B,rk4,4,nan,0.16728064162456224,128,2.8345219868831654e-07,0,0
2,mog8,B,rk4,4,nan,0.08364032081228068,256,1.8369969118952697e-08,0,0
2,mog8,B,rk4,4,nan,0.04182016040614034,512,1.1692684817445982e-09,0,0
2,mog8,B,rk4,4,nan,0.020910080203070613,1024,7.3733040011547e-11,0,0
2,mog8,B,rk4,4,nan,0.010455040101534863,2048,4.616577604196465e-12,0,0
2,mog8,B,ab2,2,nan,0.08364032081228068,65,0.000785678649984905,0,0
2,mog8,B,ab2,2,nan,0.04182016040614034,129,0.0002064784882794781,0,0
2,mog8,B,ab2,2,nan,0.020910080203070613,257,5.289312414258964e-05,0,0
2,mog8,B,ab2,2,nan,0.010455040101534863,513,1.3382889220989936e-05,0,0
2,mog8,B,ab2,2,nan,0.005227520050767431,1025,3.3656805433200705e-06,0,0
2,mog8,B,ab2,2,nan,0.0026137600253841597,2049,8.439147649530219e-07,0,0
2,mog8,C,ddim,1,nan,0.3345612832491236,16,0.045493429476362375,0,0
2,mog8,C,ddim,1,nan,0.16728064162456224,32,0.022925293179970514,0,0
2,mog8,C,ddim,1,nan,0.08364032081228068,64,0.011500035368554233,0,0
2,mog8,C,ddim,1,nan,0.04182016040614034,128,0.005758460558810474,0,0
2,mog8,C,ddim,1,nan,0.020910080203070613,256,0.0028812276947700064,0,0
2,mog8,C,ddim,1,nan,0.010455040101534863,512,0.00144109901151797,0,0
2,mog8,C,dpm1,1,nan,0.3345612832491236,16,0.045493429476364665,0,0
2,mog8,C,dpm1,1,nan,0.16728064162456224,32,0.022925293179970524,0,0
2,mog8,C,dpm1,1,nan,0.08364032081228068,64,0.011500035368553518,0,0
2,mog8,C,dpm1,1,nan,0.04182016040614034,128,0.005758460558812228,0,0
2,mog8,C,dpm1,1,nan,0.020910080203070613,256,0.0028812276947734264,0,0
2,mog8,C,dpm1,1,nan,0.010455040101534863,512,0.001441099011512728,0,0
2,mog8,C,dpm2,2,nan,0.6691225664982481,16,0.01640322382119855,0,0
2,mog8,C,dpm2,2,nan,0.3345612832491236,32,0.003997882604081174,0,0
2,mog8,C,dpm2,2,nan,0.16728064162456224,64,0.000980650807242227,0,0
2,mog8,C,dpm2,2,nan,0.08364032081228068,128,0.00024258857580173565,0,0
2,mog8,C,dpm2,2,nan,0.04182016040614034,256,6.031480068269177e-05,0,0
2,mog8,C,dpm2,2,nan,0.020910080203070613,512,1.503658039278164e-05,0,0
2,mog8,C,dpm3,3,nan,0.8921634219976644,18,0.0017248270121435342,0,0
2,mog8,C,dpm3,3,nan,0.44608171099883176,36,0.00018722510378021937,0,0
2,mog8,C,dpm3,3,nan,0.22304085549941632,72,2.1464256498558534e-05,0,0
2,mog8,C,dpm3,3,nan,0.11152042774970816,144,2.5643723995587443e-06,0,0
2,mog8,C,dpm3,3,nan,0.05576021387485408,288,3.1318099817743987e-07,0,0
2,mog8,C,dpm3,3,nan,0.027880106937426596,576,3.868793468379725e-08,0,0
