tier,testbed,arm,solver,order,kappa,h,nfe,err_l2,diverged,seed
1,gaussian,C,dpm3,3,10.0,3.194231113129701,9,0.4177513217050068,0,0
1,gaussian,C,dpm1,1,10.0,2.3956733348472756,4,0.8799147453636514,0,0
1,gaussian,C,dpm3,3,10.0,2.3956733348472756,12,0.08385616432091315,0,0
1,gaussian,C,dpm1,1,10.0,1.9165386678778207,5,0.7686207567308605,0,0
1,gaussian,C,dpm3,3,10.0,1.9165386678778207,15,0.05309318030993864,0,0
1,gaussian,C,dpm1,1,10.0,1.5971155565648507,6,0.6522112825206112,0,0
1,gaussian,C,dpm3,3,10.0,1.5971155565648507,18,0.020351209563873467,0,0
1,gaussian,C,dpm1,1,10.0,1.1978366674236378,8,0.5158275514606182,0,0
1,gaussian,C,dpm3,3,10.0,1.1978366674236378,24,0.008074743064644143,0,0
1,gaussian,C,dpm1,1,10.0,0.9582693339389099,10,0.4250140842567302,0,0
1,gaussian,C,dpm3,3,10.0,0.9582693339389099,30,0.003866270337688578,0,0
1,gaussian,C,dpm1,1,10.0,0.7985577782824249,12,0.36103388909204776,0,0
1,gaussian,C,dpm3,3,10.0,0.7985577782824249,36,0.002068138740262192,0,0
1,gaussian,C,dpm1,1,10.0,0.5989183337118194,16,0.2774105214782502,0,0
1,gaussian,C,dpm3,3,10.0,0.5989183337118194,48,0.0007796929996852559,0,0
1,gaussian,C,dpm1,1,10.0,0.47913466696945495,20,0.22519831928035153,0,0
1,gaussian,C,dpm3,3,10.0,0.47913466696945495,60,0.0003702430094226963,0,0
1,gaussian,C,dpm1,1,10.0,0.3992788891412129,24,0.1895122097485395,0,0
1,gaussian,C,dpm3,3,10.0,0.3992788891412129,72,0.00020306562465059917,0,0
1,gaussian,C,dpm1,1,10.0,0.29945916685590923,32,0.14389163376749653,0,0
1,gaussian,C,dpm3,3,10.0,0.29945916685590923,96,7.97628138901767e-05,0,0
1,gaussian,C,dpm1,1,10.0,0.19963944457060645,48,0.09711898140469734,0,0
1,gaussian,C,dpm3,3,10.0,0.19963944457060645,144,2.1887857231740354e-05,0,0
1,gaussian,C,dpm1,1,10.0,0.14972958342795462,64,0.07329153828417471,0,0
1,gaussian,C,dpm3,3,10.0,0.14972958342795462,192,8.86710038258474e-06,0,0
1,gaussian,C,dpm1,1,10.0,0.09981972228530278,96,0.049165077446411375,0,0
1,gaussian,C,dpm3,3,10.0,0.09981972228530278,288,2.5189774573547596e-06,0,0
1,gaussian,C,dpm1,1,10.0,0.07486479171397775,128,0.03698854108394794,0,0
1,gaussian,C,dpm3,3,10.0,0.07486479171397775,384,1.0399180713521277e-06,0,0
1,gaussian,C,dpm1,1,100.0,9.582693339389103,1,1.6510168866327557,0,0
1,gaussian,C,dpm3,3,100.0,9.582693339389103,3,27.727862564621994,0,0
1,gaussian,C,dpm1,1,100.0,4.791346669694551,2,0.8978460397611262,0,0
1,gaussian,C,dpm3,3,100.0,4.791346669694551,6,0.3091188315328659,0,0
1,gaussian,C,dpm1,1,100.0,3.194231113129701,3,1.0263528674840503,0,0
1,gaussian,C,dpm3,3,100.0,3.194231113129701,9,0.3817979701488452,0,0
1,gaussian,C,dpm1,1,100.0,2.3956733348472756,4,0.7149262648616961,0,0
1,gaussian,C,dpm3,3,100.0,2.3956733348472756,12,0.04393833252314863,0,0
1,gaussian,C,dpm1,1,100.0,1.9165386678778207,5,0.6568368225093605,0,0
1,gaussian,C,dpm3,3,100.0,1.9165386678778207,15,0.0502581965701483,0,0
1,gaussian,C,dpm1,1,100.0,1.5971155565648507,6,0.5494934971692393,0,0
1,gaussian,C,dpm3,3,100.0,1.5971155565648507,18,0.015651135067423612,0,0
1,gaussian,C,dpm1,1,100.0,1.1978366674236378,8,0.43562584013136135,0,0
1,gaussian,C,dpm3,3,100.0,1.1978366674236378,24,0.0067246620160488465,0,0
1,gaussian,C,dpm1,1,100.0,0.9582693339389099,10,0.35900364092507453,0,0
1,gaussian,C,dpm3,3,100.0,0.9582693339389099,30,0.0032572989582313285,0,0
1,gaussian,C,dpm1,1,100.0,0.7985577782824249,12,0.3049736375407647,0,0
1,gaussian,C,dpm3,3,100.0,0.7985577782824249,36,0.0017486248029461172,0,0
1,gaussian,C,dpm1,1,100.0,0.5989183337118194,16,0.23433057982705585,0,0
1,gaussian,C,dpm3,3,100.0,0.5989183337118194,48,0.0006591610419865463,0,0
1,gaussian,C,dpm1,1,100.0,0.47913466696945495,20,0.19022591065384548,0,0
1,gaussian,C,dpm3,3,100.0,0.47913466696945495,60,0.0003130259466366972,0,0
1,gaussian,C,dpm1,1,100.0,0.3992788891412129,24,0.16008136910716045,0,0
1,gaussian,C,dpm3,3,100.0,0.3992788891412129,72,0.0001716927723703074,0,0
1,gaussian,C,dpm1,1,100.0,0.29945916685590923,32,0.12154526532086046,0,0
1,gaussian,C,dpm3,3,100.0,0.29945916685590923,96,6.744477197532061e-05,0,0
1,gaussian,C,dpm1,1,100.0,0.19963944457060645,48,0.08203621400096682,0,0
1,gaussian,C,dpm3,3,100.0,0.19963944457060645,144,1.8509215240308966e-05,0,0
1,gaussian,C,dpm1,1,100.0,0.14972958342795462,64,0.061909151722818585,0,0
1,gaussian,C,dpm3,3,100.0,0.14972958342795462,192,7.498716644624127e-06,0,0
1,gaussian,C,dpm1,1,100.0,0.09981972228530278,96,0.04152955636531286,0,0
1,gaussian,C,dpm3,3,100.0,0.09981972228530278,288,2.1303539830215244e-06,0,0
1,gaussian,C,dpm1,1,100.0,0.07486479171397775,128,0.03124406615006608,0,0
1,gaussian,C,dpm3,3,100.0,0.07486479171397775,384,8.795051141007487e-07,0,0
1,gaussian,C,dpm1,1,1000.0,9.582693339389103,1,1.5978093042681343,0,0
1,gaussian,C,dpm3,3,1000.0,9.582693339389103,3,24.86097505550942,0,0
1,gaussian,C,dpm1,1,1000.0,4.791346669694551,2,0.834727894177998,0,0
1,gaussian,C,dpm3,3,1000.0,4.791346669694551,6,0.18345428305963157,0,0
1,gaussian,C,dpm1,1,1000.0,3.194231113129701,3,1.0020659294776066,0,0
1,gaussian,C,dpm3,3,1000.0,3.194231113129701,9,0.38032409132098915,0,0
1,gaussian,C,dpm1,1,1000.0,2.3956733348472756,4,0.6855489352291114,0,0
1,gaussian,C,dpm3,3,1000.0,2.3956733348472756,12,0.03400628768388654,0,0
1,gaussian,C,dpm1,1,1000.0,1.9165386678778207,5,0.636558302952961,0,0
1,gaussian,C,dpm3,3,1000.0,1.9165386678778207,15,0.04990571026305248,0,0
1,gaussian,C,dpm1,1,1000.0,1.5971155565648507,6,0.5304732312984541,0,0
1,gaussian,C,dpm3,3,1000.0,1.5971155565648507,18,0.014593375782953106,0,0
1,gaussian,C,dpm1,1,1000.0,1.1978366674236378,8,0.4208112019288681,0,0
1,gaussian,C,dpm3,3,1000.0,1.1978366674236378,24,0.0065219691776414,0,0
1,gaussian,C,dpm1,1,1000.0,0.9582693339389099,10,0.34673379943848226,0,0
1,gaussian,C,dpm3,3,1000.0,0.9582693339389099,30,0.003138775438214028,0,0
1,gaussian,C,dpm1,1,1000.0,0.7985577782824249,12,0.2945658262955852,0,0
1,gaussian,C,dpm3,3,1000.0,0.7985577782824249,36,0.0016892629354000738,0,0
1,gaussian,C,dpm1,1,1000.0,0.5989183337118194,16,0.22633306677893647,0,0
1,gaussian,C,dpm3,3,1000.0,0.5989183337118194,48,0.0006367280883520273,0,0
1,gaussian,C,dpm1,1,1000.0,0.47913466696945495,20,0.1837337854709786,0,0
1,gaussian,C,dpm3,3,1000.0,0.47913466696945495,60,0.00030237516452437087,0,0
1,gaussian,C,dpm1,1,1000.0,0.3992788891412129,24,0.15461810839195636,0,0
1,gaussian,C,dpm3,3,1000.0,0.3992788891412129,72,0.00016585320750291946,0,0
1,gaussian,C,dpm1,1,1000.0,0.29945916685590923,32,0.11739723420511382,0,0
1,gaussian,C,dpm3,3,1000.0,0.29945916685590923,96,6.515257174549611e-05,0,0
1,gaussian,C,dpm1,1,1000.0,0.19963944457060645,48,0.07923656763028086,0,0
1,gaussian,C,dpm3,3,1000.0,0.19963944457060645,144,1.7880839376183856e-05,0,0
1,gaussian,C,dpm1,1,1000.0,0.14972958342795462,64,0.05979639447283645,0,0
1,gaussian,C,dpm3,3,1000.0,0.14972958342795462,192,7.244320881427174e-06,0,0
1,gaussian,C,dpm1,1,1000.0,0.09981972228530278,96,0.040112296453417906,0,0
1,gaussian,C,dpm3,3,1000.0,0.09981972228530278,288,2.0581424104327184e-06,0,0
1,gaussian,C,dpm1,1,1000.0,0.07486479171397775,128,0.030177817225926846,0,0
1,gaussian,C,dpm3,3,1000.0,0.07486479171397775,384,8.497073280234172e-07,0,0
1,gaussian,C,dpm1,1,10000.0,9.582693339389103,1,1.5861704833177925,0,0
1,gaussian,C,dpm3,3,10000.0,9.582693339389103,3,24.070628136899103,0,0
1,gaussian,C,dpm1,1,10000.0,4.791346669694551,2,0.8186052326526765,0,0
1,gaussian,C,dpm3,3,10000.0,4.791346669694551,6,0.15649317386363412,0,0
1,gaussian,C,dpm1,1,10000.0,3.194231113129701,3,0.9971546023883472,0,0
1,gaussian,C,dpm3,3,10000.0,3.194231113129701,9,0.3795684303406451,0,0
1,gaussian,C,dpm1,1,10000.0,2.3956733348472756,4,0.6789813915386176,0,0
1,gaussian,C,dpm3,3,10000.0,2.3956733348472756,12,0.030642610510881928,0,0
1,gaussian,C,dpm1,1,10000.0,1.9165386678778207,5,0.6310092420114785,0,0
1,gaussian,C,dpm3,3,10000.0,1.9165386678778207,15,0.049451123414632,0,0
